,NEW_STATUS,F0119,T0186,S1628,AGE_T_x,S0287,T0178,T0080,EARNALL,T0356,T0329,T0330,T0332,T0333,T0336,T0155,T0157,T0182,T0184,T0159,T0165,T0174,TOTEXPER_x
1833,0,1.0,0,1.0,1,1.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,1,1,1,0,4
1834,0,,0,1.0,0,1.0,,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,21
1835,0,,0,0.0,0,1.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,15
1836,0,,0,0.0,1,1.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,3
1837,0,,0,1.0,0,1.0,,1.0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,18
1838,0,1.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,0,0,1,1
1839,0,,0,1.0,1,0.0,,0.0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,4
1840,0,,0,1.0,0,1.0,,0.0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,7
1841,0,,0,1.0,1,1.0,1.0,0.0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,10
1842,0,,0,1.0,1,1.0,0.0,0.0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1
1843,0,1.0,0,1.0,0,1.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,19
1844,0,,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,1,1,1,23
1845,0,,0,0.0,1,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,0,0,1,1,3
1846,0,,0,0.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,0,0,1,1,1,1
1847,0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1848,0,,0,,1,1.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,1
1849,0,,0,,1,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
1850,0,,0,,0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,36
1851,0,,0,1.0,0,0.0,1.0,1.0,1,2,0,0,1,0,1,1,1,0,0,1,1,1,8
1852,0,1.0,0,,1,1.0,1.0,1.0,1,2,1,1,0,0,0,1,1,0,0,1,1,1,2
1853,0,,0,0.0,0,0.0,1.0,0.0,1,2,1,0,0,0,0,0,1,0,1,1,1,1,22
1854,0,,0,1.0,1,0.0,1.0,1.0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,11
1855,0,,0,0.0,0,0.0,,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1
1856,0,,0,1.0,0,0.0,,0.0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,22
1857,0,,0,0.0,0,0.0,1.0,1.0,0,2,0,0,1,0,0,1,1,0,1,1,1,1,22
1858,0,,1,,0,1.0,1.0,0.0,1,2,1,1,1,1,0,0,1,0,0,0,1,0,16
1859,0,,0,,0,0.0,0.0,1.0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,24
1860,0,0.0,0,,0,0.0,,1.0,0,2,0,0,1,0,1,0,1,0,1,0,1,0,28
1861,0,,1,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,23
1862,0,,0,0.0,0,0.0,,0.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1863,0,,0,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,27
1864,0,,0,,1,0.0,0.0,0.0,1,2,1,1,1,0,1,0,1,0,1,0,1,1,1
1865,0,,0,,0,0.0,,0.0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,31
1866,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,3
1867,0,0.0,0,1.0,1,0.0,1.0,0.0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,3
1868,0,1.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,0,1,0,0,2
1869,0,1.0,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,0,1,1,1,2
1870,0,,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1
1871,0,,0,0.0,0,1.0,1.0,1.0,0,2,1,0,0,0,0,1,1,0,1,1,1,0,21
1872,0,,0,1.0,0,0.0,1.0,1.0,0,2,0,0,1,0,0,1,1,0,1,1,1,0,23
1873,0,,0,,1,0.0,1.0,0.0,0,2,0,0,0,1,1,1,1,0,0,0,1,1,1
1874,0,,0,,1,0.0,0.0,1.0,0,2,1,1,1,1,1,0,1,0,0,0,1,0,9
1875,0,,0,1.0,0,0.0,0.0,0.0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,24
1876,0,,0,0.0,1,1.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,8
1877,0,,0,0.0,1,0.0,,1.0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,6
1878,0,,0,0.0,0,1.0,,0.0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,30
1879,0,,1,0.0,0,0.0,1.0,1.0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1
1880,0,,0,0.0,1,0.0,,1.0,0,2,0,0,1,0,1,0,1,1,0,1,0,0,10
1881,0,,0,0.0,0,0.0,1.0,0.0,1,2,0,0,1,0,0,1,1,1,0,1,1,1,6
1882,0,,0,1.0,0,1.0,0.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,24
1883,0,,0,0.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,0,1,1,1,1,3
1884,0,,0,0.0,0,0.0,1.0,0.0,0,2,0,0,1,0,1,1,1,0,1,1,1,1,34
1885,0,0.0,0,1.0,1,1.0,0.0,0.0,1,2,0,0,1,1,1,1,1,0,0,0,0,0,2
1886,0,1.0,0,1.0,1,1.0,0.0,0.0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,6
1887,0,,0,1.0,0,0.0,1.0,0.0,1,2,1,0,0,0,1,0,1,1,0,0,1,1,19
1888,0,1.0,0,1.0,0,1.0,1.0,1.0,0,2,1,1,1,1,1,0,1,1,0,1,1,0,25
1889,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,1,0,0,0,1,1,0,0,1,1,5
1890,0,1.0,0,1.0,1,1.0,,0.0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3
1891,0,,1,1.0,1,1.0,,1.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,6
1892,0,,1,1.0,0,1.0,1.0,1.0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,19
1893,0,1.0,0,1.0,0,0.0,1.0,0.0,1,2,1,1,0,0,0,0,1,1,1,1,0,1,2
1894,0,,0,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,3
1895,0,,1,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,5
1896,0,,0,1.0,1,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1
1897,0,,0,1.0,1,1.0,,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1898,0,,0,,1,1.0,,0.0,1,2,0,0,0,0,1,1,1,0,0,1,0,0,3
1899,0,,0,1.0,1,0.0,1.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2
1900,0,,0,1.0,0,0.0,,1.0,1,2,1,1,0,1,1,0,1,0,0,0,0,0,13
1901,0,1.0,0,1.0,1,0.0,1.0,0.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
1902,0,,0,,0,0.0,1.0,0.0,1,2,1,1,1,0,1,0,1,1,0,1,0,0,7
1903,0,1.0,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,1,0,1,1,0,3
1904,0,,0,1.0,0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,17
1905,0,,0,1.0,1,1.0,,0.0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1
1906,0,,0,1.0,0,1.0,,1.0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,12
1907,0,0.0,0,1.0,1,,1.0,0.0,1,2,1,1,1,0,0,1,1,0,1,1,1,0,1
1908,0,1.0,0,0.0,1,0.0,1.0,1.0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,11
1909,0,,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,4
1910,0,,1,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,6
1911,0,0.0,0,1.0,1,1.0,1.0,0.0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,3
1912,0,,0,,1,0.0,1.0,0.0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,6
1913,0,1.0,0,,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,1,0,0,1
1914,0,1.0,0,,0,0.0,,1.0,1,2,0,0,0,0,1,1,1,0,1,0,1,0,17
1915,0,,0,0.0,0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,32
1916,0,,0,0.0,0,1.0,1.0,1.0,0,2,0,0,1,0,0,1,1,0,0,1,1,0,22
1917,0,0.0,0,1.0,1,0.0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1918,0,,1,1.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,7
1919,0,,0,1.0,1,1.0,1.0,0.0,1,2,0,1,0,0,0,1,1,0,0,0,1,1,3
1920,0,,0,1.0,1,1.0,0.0,0.0,1,2,1,1,0,0,0,1,1,0,0,1,1,1,2
1921,0,,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,15
1922,0,1.0,0,1.0,0,1.0,,0.0,1,2,0,0,1,0,0,0,1,1,1,1,1,1,5
1923,0,,1,1.0,0,0.0,,1.0,0,2,1,1,1,0,0,0,1,1,1,0,1,1,20
1924,0,,0,1.0,1,0.0,,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1925,0,,0,,1,1.0,1.0,0.0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1
1926,0,,0,0.0,1,0.0,,0.0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,16
1927,0,,0,1.0,1,0.0,0.0,0.0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2
1928,0,0.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,6
1929,0,,0,,1,1.0,1.0,0.0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,3
1930,0,,0,1.0,0,1.0,,1.0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,25
1931,0,,0,,1,1.0,,0.0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2
1932,0,,0,1.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,23
1933,0,,0,1.0,1,1.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,1,1,1,10
1934,0,1.0,0,,0,0.0,1.0,1.0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,18
1935,0,0.0,0,,1,0.0,,1.0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,12
1936,0,,0,1.0,1,0.0,1.0,0.0,1,2,0,0,0,0,1,1,0,1,0,1,0,0,2
1937,0,0.0,0,,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,1,1,1,1
1938,0,,0,,1,0.0,1.0,0.0,0,2,0,0,1,0,1,1,1,0,0,1,1,1,1
1939,0,,0,0.0,1,0.0,,0.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,4
1940,0,,0,0.0,1,,1.0,0.0,0,2,1,1,1,1,1,0,1,1,0,1,0,0,7
1941,0,,0,0.0,0,,1.0,1.0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,23
1942,0,,0,1.0,1,1.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3
1943,0,0.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,0,1,1,4
1944,0,1.0,0,0.0,1,0.0,,0.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,2
1945,0,,1,1.0,0,1.0,0.0,1.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,12
1946,0,,0,1.0,0,0.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,27
1947,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,2
1948,0,,1,,0,0.0,1.0,0.0,1,2,0,0,1,0,0,1,1,0,0,0,1,1,25
1949,0,,0,,0,0.0,1.0,1.0,1,2,0,0,0,1,0,1,1,0,0,0,1,0,20
1950,0,,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,1
1951,0,,1,0.0,1,0.0,,1.0,0,2,0,0,1,0,1,0,1,0,1,1,1,0,8
1952,0,,0,1.0,0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,19
1953,0,,0,1.0,0,0.0,,1.0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,22
1954,0,,0,1.0,0,1.0,1.0,1.0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,29
1955,0,,0,0.0,1,0.0,,1.0,1,2,0,0,1,0,1,1,1,0,0,1,1,0,2
1956,0,1.0,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,1,1,1,0,1,0,1,0,1
1957,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,1,1,0,0,0,16
1958,0,,0,1.0,1,0.0,1.0,0.0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,2
1959,0,,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,1,1,1,2
1960,0,,0,,0,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,2
1961,0,,0,,0,0.0,0.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,20
1962,0,,1,,1,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,0,1,1,1,5
1963,0,0.0,1,,1,0.0,,0.0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
1964,0,0.0,0,1.0,1,,1.0,0.0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,2
1965,0,,0,1.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,28
1966,0,,0,1.0,1,1.0,,0.0,1,2,0,0,1,0,0,0,1,1,1,0,1,0,1
1967,0,,0,1.0,1,1.0,1.0,1.0,1,2,0,0,1,0,0,1,1,0,1,1,0,0,2
1968,0,1.0,0,0.0,0,,1.0,1.0,1,2,0,0,1,0,1,1,1,0,1,0,1,0,3
1969,0,1.0,0,1.0,1,0.0,1.0,0.0,1,2,1,1,0,0,1,1,1,0,1,1,1,0,1
1970,0,,0,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,21
1971,0,,0,0.0,1,1.0,,0.0,1,2,1,1,1,0,0,1,1,0,0,0,1,1,5
1972,0,1.0,1,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,23
1973,0,,1,1.0,0,1.0,,1.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,20
1974,0,,1,0.0,0,0.0,,0.0,0,2,0,0,1,1,1,0,1,0,1,1,1,0,18
1975,0,,0,0.0,1,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,0,1,1,1,0,4
1976,0,,0,1.0,1,0.0,0.0,0.0,1,2,0,0,1,0,1,1,1,0,0,1,0,0,1
1977,0,0.0,0,1.0,0,0.0,,1.0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,25
1978,0,1.0,0,0.0,0,0.0,,0.0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,29
1979,0,,0,1.0,1,1.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,2
1980,0,,0,1.0,1,0.0,1.0,0.0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,3
1981,0,,0,1.0,1,0.0,,1.0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,3
1982,0,,0,0.0,1,1.0,,1.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,15
1983,0,1.0,0,0.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,28
1984,0,1.0,0,1.0,0,,1.0,1.0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,19
1985,0,,0,0.0,1,0.0,1.0,1.0,1,2,0,0,1,0,1,0,1,0,0,1,1,1,3
1986,0,,0,1.0,1,0.0,,0.0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,4
1987,0,1.0,0,1.0,1,1.0,1.0,0.0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,3
1988,0,,0,1.0,0,1.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,19
1989,0,,0,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1
1990,0,,1,1.0,1,,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,1,1,1,1
1991,0,,0,1.0,1,,1.0,0.0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,12
1992,0,1.0,0,0.0,1,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,7
1993,0,,0,0.0,1,,1.0,1.0,1,2,0,0,1,0,0,1,1,0,0,1,1,0,9
1994,0,1.0,0,0.0,1,,1.0,1.0,1,2,1,1,1,0,0,0,1,0,0,1,1,0,3
1995,0,,0,0.0,1,,1.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,7
1996,0,1.0,1,0.0,1,,1.0,1.0,1,2,0,0,1,0,0,1,1,0,0,1,1,1,6
1997,0,0.0,1,,1,1.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,5
1998,0,1.0,1,1.0,1,0.0,1.0,0.0,1,2,0,0,1,1,1,0,1,0,0,1,0,0,4
1999,0,1.0,0,1.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,1,1,1,8
2000,0,,0,1.0,0,,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,14
2001,0,,0,1.0,1,1.0,1.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,15
2002,0,,0,1.0,0,1.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,4
2003,0,0.0,0,1.0,1,0.0,,0.0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,1
2004,0,,0,1.0,0,0.0,,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,27
2005,0,,0,1.0,1,0.0,1.0,0.0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1
2006,0,,1,0.0,0,0.0,1.0,1.0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,20
2007,0,,0,0.0,1,0.0,1.0,0.0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
2008,0,,0,,0,1.0,1.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,22
2009,0,,0,,1,1.0,1.0,1.0,1,2,0,0,1,0,0,1,1,0,0,1,1,1,12
2010,0,0.0,0,1.0,1,1.0,1.0,0.0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,2
2011,0,,1,1.0,1,1.0,1.0,0.0,1,2,0,0,1,1,1,1,1,0,1,1,1,1,6
2012,0,0.0,1,1.0,1,0.0,1.0,0.0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
2013,0,1.0,0,0.0,1,0.0,,1.0,1,2,0,0,1,0,1,0,1,0,1,1,0,0,10
2014,0,,0,1.0,0,0.0,1.0,1.0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,18
2015,0,,0,1.0,1,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,3
2016,0,1.0,1,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,5
2017,0,,0,,1,0.0,1.0,0.0,1,2,0,0,1,0,0,0,1,0,1,1,1,0,1
2018,0,,0,,1,1.0,1.0,1.0,0,2,1,1,0,0,0,0,1,0,0,0,1,1,13
2019,0,,1,1.0,0,0.0,1.0,1.0,0,2,1,1,1,1,1,1,1,0,0,1,1,1,18
2020,0,,0,0.0,1,0.0,,1.0,1,2,0,0,1,0,1,0,1,0,0,1,1,1,3
2021,0,,0,1.0,1,0.0,1.0,1.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,3
2022,0,0.0,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,13
2023,0,,0,1.0,0,0.0,,1.0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,21
2024,0,1.0,1,0.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,1,1,0,2
2025,0,,0,0.0,1,0.0,1.0,1.0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,13
2026,0,0.0,0,1.0,1,0.0,,0.0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,9
2027,0,1.0,0,,1,1.0,,0.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2028,0,,1,,1,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
2029,0,0.0,1,1.0,1,,0.0,0.0,1,2,0,0,0,0,0,1,1,0,1,1,1,0,3
2030,0,1.0,0,1.0,1,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
2031,0,1.0,0,1.0,0,1.0,1.0,1.0,0,2,0,0,0,1,1,0,1,0,1,1,0,1,12
2032,0,0.0,0,1.0,0,1.0,0.0,1.0,0,2,1,1,0,1,0,0,1,0,0,0,1,1,30
2033,0,,0,0.0,0,1.0,0.0,1.0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,12
2034,0,,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,1,1,1,1,0,0,0,0,1,4
2035,0,0.0,0,1.0,1,0.0,,0.0,1,2,1,0,0,1,0,0,1,0,1,0,1,0,1
2036,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,23
2037,0,1.0,0,0.0,0,0.0,1.0,0.0,0,2,0,0,1,0,1,1,1,1,1,1,1,0,27
2038,0,,1,0.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,0,1,1,1
2039,0,,1,1.0,1,0.0,,1.0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,4
2040,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,1,1,1,1,0,5
2041,0,,0,1.0,1,0.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1
2042,0,,0,0.0,1,0.0,1.0,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3
2043,0,,0,1.0,1,1.0,1.0,0.0,1,2,0,0,1,1,0,0,1,0,0,0,1,1,2
2044,0,,0,0.0,0,0.0,1.0,0.0,0,2,0,0,1,0,1,1,1,1,0,1,1,1,24
2045,0,,0,0.0,1,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,1,1,1,1,3
2046,0,,0,0.0,1,,,0.0,1,2,0,0,1,0,1,0,1,0,0,1,1,1,1
2047,0,,0,1.0,0,1.0,,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,28
2048,0,1.0,0,1.0,0,0.0,1.0,1.0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,26
2049,0,0.0,0,1.0,1,0.0,0.0,0.0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,5
2050,0,,0,1.0,0,1.0,1.0,0.0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,22
2051,0,,0,1.0,0,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,1,0,0,0,6
2052,0,,0,1.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,1,1,1,0,26
2053,0,1.0,0,1.0,1,1.0,1.0,1.0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,6
2054,0,,0,0.0,1,0.0,1.0,0.0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1
2055,0,,1,0.0,0,0.0,1.0,0.0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,13
2056,0,,0,1.0,0,1.0,,0.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,2
2057,0,,0,1.0,0,1.0,1.0,1.0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,5
2058,0,,0,1.0,0,1.0,,1.0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,12
2059,0,,0,1.0,1,0.0,,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3
2060,0,1.0,0,0.0,1,1.0,1.0,0.0,1,2,1,0,1,0,1,1,1,0,1,1,1,1,1
2061,0,,0,0.0,1,1.0,0.0,0.0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
2062,0,,0,1.0,0,1.0,1.0,1.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,13
2063,0,,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,1,1,1,0,3
2064,0,,0,0.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,1,1,1,9
2065,0,,0,0.0,0,0.0,,1.0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,15
2066,0,1.0,0,0.0,0,0.0,1.0,1.0,1,2,1,1,1,1,1,0,1,1,1,1,0,1,8
2067,0,0.0,0,0.0,1,0.0,1.0,1.0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,3
2068,0,,0,0.0,0,0.0,,1.0,0,2,0,0,1,0,1,1,1,0,1,1,1,1,29
2069,0,0.0,0,1.0,0,0.0,0.0,1.0,1,2,0,0,1,1,1,0,1,0,1,1,0,1,5
2070,0,0.0,0,1.0,0,0.0,1.0,0.0,1,2,0,1,1,0,1,0,1,1,1,1,1,1,9
2071,0,,0,0.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,2
2072,0,1.0,0,0.0,1,0.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,1
2073,0,1.0,1,1.0,1,1.0,1.0,0.0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,2
2074,0,,0,1.0,1,0.0,1.0,0.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,14
2075,0,,0,0.0,0,0.0,1.0,0.0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,20
2076,0,0.0,0,0.0,1,0.0,1.0,0.0,1,2,1,1,1,1,1,1,1,0,1,1,0,1,1
2077,0,,1,,0,0.0,1.0,0.0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,21
2078,0,,1,1.0,1,1.0,,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
2079,0,1.0,0,1.0,1,0.0,1.0,0.0,1,2,1,1,1,1,1,1,1,0,0,1,1,1,6
2080,0,1.0,0,1.0,0,0.0,,0.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
2081,0,0.0,0,,1,1.0,1.0,0.0,1,2,0,0,1,0,0,1,1,0,1,0,1,0,2
2082,0,,0,0.0,0,0.0,,1.0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,15
